image_number,subjects,fonds_title,creator,description,image_title,names,creation_date,image_url
EA-784-99,Aerial views,,Chris Bruun,": Between 119 Street and 109 Street; includes rooftops of low-...udes rooftops of low-rises along 120 Street and The Luxor on 119 Street, Oliver ...",Looking East Along 104 Avenue,,19 November 2010 (16:28:10),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTI4NTg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjkzODM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-990,Aerial views,,Chris Bruun,,Storm Clouds Over Downtown - Image 2 of 2,,26 June 2012 (18:46:26),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTM5NzM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzAzMjQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-991,Aerial views,,Chris Bruun,,Looking East Towards Downtown,,29 June 2012 (19:13:46),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTM5ODA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzAzMzE=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-992,Aerial views,,Chris Bruun,,Looking East Towards Downtown,,29 June 2012 (20:51:19),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTM5ODE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzAzMzI=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-993,Aerial views,,Chris Bruun,,Looking Northeast Towards Downtown,,29 June 2012 (20:53:29),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTM5ODI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzAzMzM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-994,Aerial views,,Chris Bruun,,Looking East Towards Downtown,,29 June 2012 (20:55:25),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTM5ODM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzAzMzQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-995,Aerial views,,Chris Bruun,,Storm Clouds Over Downtown,,[ca. 2012],https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTM5ODQ=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzAzMzU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-996,Aerial views,,Chris Bruun,,Storm Clouds Over Downtown,,3 July 2012 (17:03:03),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTM5ODU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzAzMzY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-997,Aerial views,,Chris Bruun,,Cloud Over Downtown - Image 1 of 2,,9 July 2012 (18:16:38),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTM5ODY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzAzMzc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-998,Aerial views,,Chris Bruun,,Cloud Over Downtown - Image 2 of 2,,9 July 2012 (18:24:44),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTM5ODc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzAzMzg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-999,Aerial views,,Chris Bruun,,Storm Clouds At Night - Image 1 of 3,,12 July 2012 (03:40:40),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTM5Nzg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzAzMjk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-788-23,Historic buildings,MS-740 William Hamilton Architect fonds,unknown,,Alberta Hotel - West Elevation,,16 June 1983,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTE0NTU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjgyNTc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-788-326,Conservation & restoration,MS-740 William Hamilton Architect fonds,unknown,: West and south facades from Jasper Avenue at 98 Street.,Alberta Hotel - Dismantling,,23 October 1984,
EA-788-376,Automobiles,MS-740 William Hamilton Architect fonds,unknown,,Alberta Hotel - Dismantling,,2 November 1984,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTE4ODg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=Mjg2MTU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-788-379,Conservation & restoration,MS-740 William Hamilton Architect fonds,unknown,,Alberta Hotel - Dismantling,,2 November 1984,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTE4OTE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=Mjg2MTg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-788-380,Conservation & restoration,MS-740 William Hamilton Architect fonds,unknown,,Alberta Hotel - Dismantling,,2 November 1984,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTE4OTI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=Mjg2MTk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-788-39,Building construction,MS-740 William Hamilton Architect fonds,unknown,": Facing west towards the Macdonald Hotel, just prior to dismantling.",Alberta Hotel - Jasper Avenue Facade,,16 June 1983,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTE0NzA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjgyNzI=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-788-45,Balconies,MS-740 William Hamilton Architect fonds,unknown,": Looking east down Jasper Avenue from hotel balcony, just prior to dismantling.",Alberta Hotel - Balcony,,16 June 1983,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTE0NzY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjgyODI=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-788-82,Glass blocks,MS-740 William Hamilton Architect fonds,unknown,,Glass Blocks in Sidewalk,,June 1983,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTE1MTA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjgzMTU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-100,Buildings,,unknown,: 12116 - 102 Avenue. Christ Church was designed by a parishio...pening of the old church located 116 Street and 102 Avenue. The first service in......,Christ Church Anglican - West corner,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk0NzM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU4MTk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-101,Buildings,,unknown,: 12116 - 102 Avenue. Christ Church was designed by a parishio...pening of the old church located 116 Street and 102 Avenue. The first service in......,Christ Church Anglican - West,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk0NzQ=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU4MjA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-102,Buildings,,unknown,: 12116 - 102 Avenue. Christ Church was designed by a parishio...pening of the old church located 116 Street and 102 Avenue. The first service in......,Christ Church Anglican,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk0NzU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU4MjE=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-120,Buildings,,unknown,": 10347/10349 - 82 Avenue After starting business in a shack a... starting business in a shack at 104 Street and Whyte Avenue, Frank Cowles built...was moved next door to 10349 – Whyte Avenue and continued operating until 1965.",Cowles Drug Store,,2009,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk1NDY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU4NTA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-129,Historic buildings,,unknown,": 8520 - 104 Street Hugh Duncan commissioned John Sanford to b...ck, truly made what was then 60 Main Street North a fine home after it was compl...siness, Duncan’s Drug Store on Whyte Avenue, after Hugh’s death in 1935. Grace b...",Hugh Duncan Residence,,2009,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk1NTY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU4NTk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-148,Clock towers,,unknown,: 101 Street and 100 Avenue. On this site stood the old Edmont...,Edmonton Post Office - Clock Tower,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk1Nzk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU4Nzg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-149,Historic sites,,unknown,: 101 Street and 100 Avenue. On this site stood the old Edmont...,Edmonton Post Office - Plaque,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk1ODA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU4Nzk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-150,Historic sites,,unknown,: 101 Street and 100 Avenue. On this site stood the old Edmont...,Edmonton Post Office - Plaque Stand,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk1ODE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU4ODA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-155,Churches,,unknown,": 10035 - 103 Street. All Saints' Cathedral. In 1875 the A...ure was built near what is now 121st Street and Jasper Avenue. Due to the ever i... congregation, a final move to 103rd Street near Jasper Avenue was made in 1895....",First Anglican Church,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk1ODY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU4ODU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-156,Churches,,unknown,": 10035 - 103 Street. All Saints' Cathedral. In 1875 the A...ure was built near what is now 121st Street and Jasper Avenue. Due to the ever i... congregation, a final move to 103rd Street near Jasper Avenue was made in 1895....",First Anglican Church,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk1ODc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU4ODY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-163,Historic buildings,,unknown,": 9704 - 106 Street Richard Foote was in Edmonton by the time ... work on the Alberta Hotel on Jasper Avenue. Later, as a contractor, he led the ...",Richard Foote Residence,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk1OTY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU4OTQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-164,Historic buildings,,unknown,": 9704 - 106 Street Richard Foote was in Edmonton by the time ... work on the Alberta Hotel on Jasper Avenue. Later, as a contractor, he led the ...",Richard Foote Residence - Entrance,,2009,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk1OTc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU4OTU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-165,Historic buildings,,unknown,": 9704 - 106 Street Richard Foote was in Edmonton by the time ... work on the Alberta Hotel on Jasper Avenue. Later, as a contractor, he led the ...",Richard Foote Residence - SE,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk1OTg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU4OTY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-166,Historic buildings,,unknown,": 9704 - 106 Street Richard Foote was in Edmonton by the time ... work on the Alberta Hotel on Jasper Avenue. Later, as a contractor, he led the ...",Richard Foote Residence - SW,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk1OTk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU4OTc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-167,Historic buildings,,unknown,": 9704 - 106 Street Richard Foote was in Edmonton by the time ... work on the Alberta Hotel on Jasper Avenue. Later, as a contractor, he led the ...",Richard Foote Residence,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk2MDA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU4OTg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-168,Historic buildings,,unknown,": 9704 - 106 Street Richard Foote was in Edmonton by the time ... work on the Alberta Hotel on Jasper Avenue. Later, as a contractor, he led the ...",Richard Foote Residence,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk2MDE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU4OTk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-173,Buildings,,unknown,: 10004 Jasper Avenue. Gariepy Block. In 1893 Joseph H. Gariep...re at the northwest corner of Jasper Avenue and McDougall Avenue (100 Street). L...,Gariepy & Lessard Store,,2009,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk2MTU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU5MDQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-174,Buildings,,unknown,: 10004 Jasper Avenue. Gariepy Block. In 1893 Joseph H. Gariep...re at the northwest corner of Jasper Avenue and McDougall Avenue (100 Street). L...,Gariepy & Lessard Store,,2009,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk2MTc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU5MDU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-175,Buildings,,unknown,: 10004 Jasper Avenue. Gariepy Block. In 1893 Joseph H. Gariep...re at the northwest corner of Jasper Avenue and McDougall Avenue (100 Street). L...,Gariepy & Lessard Store - Door Detail,,2009,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk2MTg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU5MDY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-195,Buildings,,unknown,": 9698 Jasper Avenue. Developed during Edmonton’s economic boo... Erected on the north side of Jasper Avenue, east of 97 Street, this three-store...",Goodridge Block (W.W. Arcade),,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk2NjQ=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU5NDU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-210,Churches,,unknown,": 8325 - 101 Street. The consecration of the first Holy Trinit...can Church, originally located at 81 Avenue and 100 Street, took place on Novemb...",Holy Trinity Anglican Church,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk2ODA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU5NjA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-211,Churches,,unknown,": 8325 - 101 Street. The consecration of the first Holy Trinit...can Church, originally located at 81 Avenue and 100 Street, took place on Novemb...",Holy Trinity Anglican Church - Front,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk2ODE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU5NjE=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-212,Churches,,unknown,": 8325 - 101 Street. The consecration of the first Holy Trinit...can Church, originally located at 81 Avenue and 100 Street, took place on Novemb...",Holy Trinity Anglican Church - NW,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk2ODI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU5NjI=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-213,Churches,,unknown,": 8325 - 101 Street. The consecration of the first Holy Trinit...can Church, originally located at 81 Avenue and 100 Street, took place on Novemb...",Holy Trinity Anglican Church - NW,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk2ODM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU5NjM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-22,Historic buildings,,unknown,": 10050 - 117 Street. George S. Armstrong, City of Edmonton Al... ran a successful drug store on 97th Street and 103 A Avenue. George S. Armstron...",George S. Armstrong Residence - NE,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDkyMTc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjUzNTA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-221,Buildings,,unknown,: 10230 Jasper Avenue. The Hudson’s Bay Company [HBC] opened t...rst store outside the fort on Jasper Avenue and 98th Street in 1890.......,Hudson's Bay Company Building,,2009,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk2OTE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU5NzE=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-222,Buildings,,unknown,: 10230 Jasper Avenue. The Hudson’s Bay Company [HBC] opened t...rst store outside the fort on Jasper Avenue and 98th Street in 1890.......,Hudson's Bay Company Building,,2009,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk2OTI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU5NzI=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-223,Buildings,,unknown,: 10230 Jasper Avenue. The Hudson’s Bay Company [HBC] opened t...rst store outside the fort on Jasper Avenue and 98th Street in 1890.......,Hudson's Bay Company Building,,2009,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk2OTM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU5NzM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-224,Buildings,,unknown,: 10230 Jasper Avenue. The Hudson’s Bay Company [HBC] opened t...rst store outside the fort on Jasper Avenue and 98th Street in 1890.......,Hudson's Bay Company Building,,2009,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk2OTQ=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU5NzQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-225,Buildings,,unknown,: 10230 Jasper Avenue. The Hudson’s Bay Company [HBC] opened t...rst store outside the fort on Jasper Avenue and 98th Street in 1890.......,Hudson's Bay Company Building,,2009,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk2OTU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU5NzU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-226,Buildings,,unknown,: 10230 Jasper Avenue. The Hudson’s Bay Company [HBC] opened t...rst store outside the fort on Jasper Avenue and 98th Street in 1890.......,Hudson's Bay Company Building,,2009,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk2OTY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU5NzY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
