image_number,subjects,fonds_title,creator,description,image_title,names,creation_date,image_url
EA-10-168,,Northern Alberta Pioneers and Old Timers' Association fonds,,: Streets - Jasper Avenue - 100 Street - Buildings - Gariepy B...,Subject Indian Parade,,,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzAyNzM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc0MjA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-170,,Northern Alberta Pioneers and Old Timers' Association fonds,C.W. Mathers,: Jasper Avenue; Grierson Street,Indian Tea Dancers Chief Pany Erminskin and Sam Lucas,,1895,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzAyOTY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc0NDM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-173,,Northern Alberta Pioneers and Old Timers' Association fonds,C.W. Mathers,: Raymer's Jewellry; Ross Bros. Hardware; Hudson's Bay Company; John Brown Store; C. W. Mathers Studio; McDonald Store; Edmonton Bulletin; 99 Street; Queens Hotel; Columbia House; Alberta Hotel; J. A. McDougall Building; Masonic Hall,Jasper Avenue Looking East,,1890,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzAzMjk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc0NzY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-1739,,Northern Alberta Pioneers and Old Timers' Association fonds,Frank Cowles,: This is the original bridge over Mill Creek. Bridges - Mill Creek Bridge Bonnie Doon Streets - Whyte Avenue,Mill Creek Bridge,,1900,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzAzMzk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc0ODY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-174,,Northern Alberta Pioneers and Old Timers' Association fonds,,": Business - McDonald, J. Carp. Shop -Raymer's Jewellry - Ross Bros. Hardware - Hudson's Bay Co. - John Brown Store - Mathers, C.W. Studio - McDonald Store - Edmonton Bulletin - Streets - Jasper Ave. - 99 Street - Transportation - Horse & Buggy - Buildings -",Jasper Avenue,,1887,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzAzNDA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc0ODc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-175,,Northern Alberta Pioneers and Old Timers' Association fonds,,: Celebrations - Inauguration Day parade Streets - Jasper Avenue - Billboards,Inaguration Day on Jasper Avenue,,,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzAzNTE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc0OTg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-176,,Northern Alberta Pioneers and Old Timers' Association fonds,C.W. Mathers,: Streets - Jasper Avenue - 97 Street - Hotels - Jasper House ...,Jasper Avenue Looking West,,1894,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzAzNjI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc1MDk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-177,,Northern Alberta Pioneers and Old Timers' Association fonds,Ernest Brown,: Street scene of Jasper Avenue showing various buildings and ...,Jasper Avenue Looking East,,1887,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzAzNzM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc1MjA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-1787,,Northern Alberta Pioneers and Old Timers' Association fonds,Frank Cowles,: Streets - Whyte Avenue Buildings - Baalim Block Business - A.A. Baalim Co. Parade Visit of Lord Strathcona,Lord Strathcona's Visit to Strathcona,,1909,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzAzOTI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc1Mzk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-1797,,Northern Alberta Pioneers and Old Timers' Association fonds,,,Eaton's Department Store,,1940,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA0MDM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc1NTA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-180,,Northern Alberta Pioneers and Old Timers' Association fonds,C.W. Mathers,": Dominion Day Parade; A. Astley, Merchant; Stovel & Strang Hardware; Raymer's Jewellry; Book & Stationery Store; Heiminck Real Estate; Graydon's Drug Store; Baldwin Coal; W. T. Henry Clothing; Alberta Hotel; 98 Street; Horse & Buggy",Jasper Avenue Looking East,,"July 1, 1901",https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA0MDc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc1NTQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-1803,,Northern Alberta Pioneers and Old Timers' Association fonds,,,Woodwards Store,,1940,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA0MTE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc1NTg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-181,,Northern Alberta Pioneers and Old Timers' Association fonds,McDermid Studios,: Hutchings Block Johnstone Walker Limited Imperial Bank of Canada Jackson Block Morris Block Standard Bank Bulding LaRue & Picard Dominion Bank J. H. Morris & Co Edmonton Saddlery Union Bank of Canada Horse and Buggy Street Cars,Jasper Avenue looking west from 99 Street,,1912,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA0MTg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc1NjU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-183,,Northern Alberta Pioneers and Old Timers' Association fonds,McDermid Studios,,Jasper Avenue and 101 Street,,1931,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA0NDA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc1ODc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-184,,Northern Alberta Pioneers and Old Timers' Association fonds,H.G. Fraser,: Streets - Jasper Avenue - Hastings Street - 87 Street,Jasper Avenue & Hastings Street,,1914,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA0NTE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc1OTg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-185,,Northern Alberta Pioneers and Old Timers' Association fonds,Ernest Brown,: Chisholm Block; Schwarz Brothers Importers & Contractors; First Presbyterian Church; Transportation - Cars,Jasper Avenue Looking East from 104 Street,,1915,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA0NjI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc2MDk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-186,,Northern Alberta Pioneers and Old Timers' Association fonds,McDermid Studios,,Edmonton Journal Construction,,1919,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA0NzM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc2MjA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-1868,,Northern Alberta Pioneers and Old Timers' Association fonds,,: Buildings - Edmonton Curling Club,97 Avenue Looking West from 109 Street,,1950,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA0ODI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc2Mjk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-189,,Northern Alberta Pioneers and Old Timers' Association fonds,McCutchon Studio,,First Street - Looking North,,1930,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA1MDY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc2NTM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-190,,Northern Alberta Pioneers and Old Timers' Association fonds,Tait,,Chisholm Block Fire,,1907,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA1MTg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc2NjU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-191,,Northern Alberta Pioneers and Old Timers' Association fonds,Bloom Bros. For James Ramsay Ltd.,,Jasper Avenue - Looking East,,1915,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA1Mjk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc2NzY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-192,,Northern Alberta Pioneers and Old Timers' Association fonds,Sanderson & Bullen,: Buildings - Empire Block - McDougall & Secord Bldg. - Cristall Block - Heiminck Block - Acme Building - Churches - First Presbyterian - Streets - Jasper Ave - 101 Street - Transportation - Horse & Sled - Hotels - Windsor (Selkirk) - Business - McDougall &,Jasper Avenue - Looking West,,1906,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA1NDA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc2ODc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-215,,Northern Alberta Pioneers and Old Timers' Association fonds,McDermid Studios,,Jasper Avenue & 101 Street,,1920,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA3OTU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc5NDI=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-216,,Northern Alberta Pioneers and Old Timers' Association fonds,McDermid Studios,: Buildings - Empire Block - Norwood Block - C.P.R. Building - Banks - Bank of Nova Scotia - Molsons Bank - National Trust - Merchants Bank of Canada - Bank of Montreal - Imperial Bank of Canada - Businesses - Arcade Confectionary - Streets - Jasper Avenue -,Jasper Avenue - Looking East,,1914,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA4MDY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc5NTM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-217,,Northern Alberta Pioneers and Old Timers' Association fonds,Ernest Brown,,Jasper Avenue - Looking East,,1904,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA4MTc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc5NjQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-218,,Northern Alberta Pioneers and Old Timers' Association fonds,McDermid Studios,,Jasper Avenue looking southeast,,1920,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA4Mjg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc5NzU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-219,,Northern Alberta Pioneers and Old Timers' Association fonds,McDermid Studios,,Edmonton - Downtown - Looking North on 100 Street,,1935,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA4Mzk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc5ODY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-2193,,Northern Alberta Pioneers and Old Timers' Association fonds,,: Buildings - Telephone Building,Telephone Building 100 Street & 101 A Avenue,,1950,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA4NDM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTc5OTA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-222,,Northern Alberta Pioneers and Old Timers' Association fonds,Byron-May Co.,: Buildings- Agency Building - Union Bank Building - Business - Macgrath & Holgate Real Estate - Victoria Inn - Semon's Suits - Royal Heights Real Estate - Banks - Union Bank of Canada - Streets - Jasper Avenue,Jasper Avenue,,1912,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA4NzM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTgwMjA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-2260,,Northern Alberta Pioneers and Old Timers' Association fonds,,,Cushing Bros. Lumber,,1905,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA5MTg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTgwNjU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-228,,Northern Alberta Pioneers and Old Timers' Association fonds,,: Commercial Building; Barootes Building; Empire Building; C.P.R. Building; Agency Building; Canadian Bank of Commerce; Royal Bank of Canada; Capitol Theatre; Empress Theatre; 102 Street; Boys Shop; Smile Hat Shop; Tip Top Tailors; Central Drugs,Jasper Avenue Looking East,,1950,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA5Mzk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTgwODY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-2283,,Northern Alberta Pioneers and Old Timers' Association fonds,,,Jasper Avenue - East of 99 Street,,1901,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA5NDM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTgwOTA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-2285,,Northern Alberta Pioneers and Old Timers' Association fonds,,: Hotel - St. James Business - Prince Albert Rooming House - Second Hand Stores - Great West Clothing Co.,101 Street North of 102 Avenue,,1912,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA5NDU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTgwOTI=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-2286,,Northern Alberta Pioneers and Old Timers' Association fonds,,: Mail box Buildings - Goodridge Building Business - Uncle Sam's Second Hand Store - Shoe Shine Parlor,"Jasper Avenue & 97 Street,",,1912,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA5NDY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTgwOTM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-229,,Northern Alberta Pioneers and Old Timers' Association fonds,,,Edmonton - Downtown,,1918,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzA5NTA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTgwOTc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-2428,,Northern Alberta Pioneers and Old Timers' Association fonds,Alfred Biyth,,Frank Oliver Memorial Park,,"August 17, 1964",https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzExMDE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTgyNDg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-2433,,Northern Alberta Pioneers and Old Timers' Association fonds,Tait,": Jasper Avenue and 105 Street, Edmonton",Veterans Returning from Boer War,,1902,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzExMDc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTgyNTQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-2447,,Northern Alberta Pioneers and Old Timers' Association fonds,,: Water Tower - Edmonton Journal Buildings - Edmonton Journal Streets - 100 Avenue,Cenotaph,,1945,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzExMjE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTgyNjg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-246,,Northern Alberta Pioneers and Old Timers' Association fonds,McDermid,": Buildings - Armstrong Block - Kelly Bldg. - Revillon Freres - Great West Saddlery Business - Esch, A.H. & Co. Ltd, - Art Kraft - -Pantorium - Marshall Wells Alta Co - Royal Fruit Co. Hotels-Cecil - Ca",Jasper Avenue at 104 Street,,1920,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzExNzk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTgzMjY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-2513,,Northern Alberta Pioneers and Old Timers' Association fonds,C.W. Mathers,,Klondyke on Barrels,,1898,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzEyNDA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTgzODY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-256,Buildings,MS-56 Northern Alberta Pioneers and Old Timers' Association fonds,Ernest Brown,,Saskatchewan River Flood,,28 June 1915,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzEyODk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTg0MzU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-264,,Northern Alberta Pioneers and Old Timers' Association fonds,Tighe,: Streets - Saskatchewan Ave.,Strathcona - Saskatchewan Avenue,,1910,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzEzOTI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTg1Mzg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-269,,Northern Alberta Pioneers and Old Timers' Association fonds,Tighe,,Whyte Avenue - Looking East,,1900,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzE0NDc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTg1OTM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-2716,,Northern Alberta Pioneers and Old Timers' Association fonds,,,Jasper Avenue Looking West,,1920,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzE0Nzc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTg2MjM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-272,,Northern Alberta Pioneers and Old Timers' Association fonds,,,Strathcona - Main Street,,1900,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzE0ODE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTg2Mjc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-2721,,Northern Alberta Pioneers and Old Timers' Association fonds,Ernest Brown,: See EA - 157 - 23 for subject headings,Jasper Avenue - 99 Street Looking West,,1913,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzE0ODM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTg2Mjk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-2736,,Northern Alberta Pioneers and Old Timers' Association fonds,,: Buildings - Agency Business - Hudson Bay Co. - Corner Cigar Store - Sterling Shoes - Robinson & Sons - Johnstone Walker Hotels - Selkirk - Macdonald Addition Banks - Canadian Bank of Commerce - Bank of Montreal Streets - Jasper Avenue Theatre S,Jasper Avenue Looking East,,1951,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzE0OTk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTg2NDU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-10-274,,Northern Alberta Pioneers and Old Timers' Association fonds,Frasch,: Hotels - Dominion Hotel - Windsor Hotel - Commercial Hotel Bldgs. - Malone Block - Hurburt Block - Ross Block - Duggan Block Streets - Whyte Ave. - 104 Street Transportation - Car Business - Devereaux Howe Hardware Co. Commercial Cafe Hub Cigar,Strathcona - Whyte Avenue,,1912,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MzE1MDM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MTg2NDk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
